,0,1,2,3
1,13768,Germany,2,25
2,13768,Germany,3,25
3,13768,Korea,1,22
4,13768,Korea,2,15
5,13768,Korea,3,16
0,13769,Dominican Republic,1,9
1,13769,Dominican Republic,2,25
2,13769,Dominican Republic,3,18
3,13769,Dominican Republic,4,17
4,13769,Brazil,1,25
5,13769,Brazil,2,16
6,13769,Brazil,3,25
7,13769,Brazil,4,25
0,13770,USA,1,25
1,13770,USA,2,25
2,13770,USA,3,25
3,13770,Canada,1,14
4,13770,Canada,2,22
5,13770,Canada,3,19
0,13771,Serbia,1,26
1,13771,Serbia,2,25
2,13771,Serbia,3,26
3,13771,Bulgaria,1,24
4,13771,Bulgaria,2,15
5,13771,Bulgaria,3,24
0,13772,Netherlands,1,19
1,13772,Netherlands,2,15
2,13772,Netherlands,3,15
3,13772,Italy,1,25
4,13772,Italy,2,25
5,13772,Italy,3,25
0,13773,Türkiye,1,16
1,13773,Türkiye,2,25
2,13773,Türkiye,3,16
3,13773,Türkiye,4,22
4,13773,China,1,25
5,13773,China,2,20
6,13773,China,3,25
7,13773,China,4,25
0,13774,Korea,1,9
1,13774,Korea,2,23
2,13774,Korea,3,11
3,13774,Poland,1,25
4,13774,Poland,2,25
5,13774,Poland,3,25
0,13775,Dominican Republic,1,17
1,13775,Dominican Republic,2,25
2,13775,Dominican Republic,3,21
3,13775,Dominican Republic,4,10
4,13775,Japan,1,25
5,13775,Japan,2,20
6,13775,Japan,3,25
7,13775,Japan,4,25
0,13776,USA,1,25
1,13776,USA,2,25
2,13776,USA,3,25
3,13776,Brazil,1,21
4,13776,Brazil,2,20
5,13776,Brazil,3,18
0,13777,Thailand,1,22
1,13777,Thailand,2,25
2,13777,Thailand,3,25
3,13777,Thailand,4,21
4,13777,Thailand,5,13
5,13777,Belgium,1,25
6,13777,Belgium,2,18
7,13777,Belgium,3,23
8,13777,Belgium,4,25
9,13777,Belgium,5,15
0,13778,China,1,25
1,13778,China,2,20
2,13778,China,3,25
3,13778,China,4,25
4,13778,Italy,1,13
5,13778,Italy,2,25
6,13778,Italy,3,22
7,13778,Italy,4,18
0,13779,Bulgaria,1,19
1,13779,Bulgaria,2,21
2,13779,Bulgaria,3,16
3,13779,Türkiye,1,25
4,13779,Türkiye,2,25
5,13779,Türkiye,3,25
0,13780,Poland,1,27
1,13780,Poland,2,25
2,13780,Poland,3,14
3,13780,Poland,4,23
4,13780,Poland,5,15
5,13780,Germany,1,25
6,13780,Germany,2,22
7,13780,Germany,3,25
8,13780,Germany,4,25
9,13780,Germany,5,7
0,13781,Japan,1,25
1,13781,Japan,2,25
2,13781,Japan,3,25
3,13781,USA,1,22
4,13781,USA,2,20
5,13781,USA,3,20
0,13782,Korea,1,21
1,13782,Korea,2,13
2,13782,Korea,3,16
3,13782,Canada,1,25
4,13782,Canada,2,25
5,13782,Canada,3,25
0,13783,Serbia,1,27
1,13783,Serbia,2,25
2,13783,Serbia,3,17
3,13783,Serbia,4,22
4,13783,Serbia,5,15
5,13783,Netherlands,1,25
6,13783,Netherlands,2,16
7,13783,Netherlands,3,25
8,13783,Netherlands,4,25
9,13783,Netherlands,5,13
0,13784,Thailand,1,25
1,13784,Thailand,2,13
2,13784,Thailand,3,14
3,13784,Thailand,4,25
4,13784,Thailand,5,15
5,13784,China,1,23
6,13784,China,2,25
7,13784,China,3,25
8,13784,China,4,23
9,13784,China,5,11
0,13785,Türkiye,1,15
1,13785,Türkiye,2,25
2,13785,Türkiye,3,25
3,13785,Türkiye,4,25
4,13785,Belgium,1,25
5,13785,Belgium,2,21
6,13785,Belgium,3,21
7,13785,Belgium,4,15
0,13786,Netherlands,1,20
1,13786,Netherlands,2,19
2,13786,Netherlands,3,25
3,13786,Netherlands,4,22
4,13786,Germany,1,25
5,13786,Germany,2,25
6,13786,Germany,3,12
7,13786,Germany,4,25
0,13787,Serbia,1,25
1,13787,Serbia,2,14
2,13787,Serbia,3,15
3,13787,Serbia,4,20
4,13787,Italy,1,21
5,13787,Italy,2,25
6,13787,Italy,3,25
7,13787,Italy,4,25
0,13788,Canada,1,19
1,13788,Canada,2,22
2,13788,Canada,3,24
3,13788,Thailand,1,25
4,13788,Thailand,2,25
5,13788,Thailand,3,26
0,13789,Japan,1,25
1,13789,Japan,2,25
2,13789,Japan,3,25
3,13789,Poland,1,21
4,13789,Poland,2,21
5,13789,Poland,3,21
0,13790,Dominican Republic,1,25
1,13790,Dominican Republic,2,25
2,13790,Dominican Republic,3,25
3,13790,Korea,1,21
4,13790,Korea,2,17
5,13790,Korea,3,13
0,13791,Brazil,1,19
1,13791,Brazil,2,25
2,13791,Brazil,3,25
3,13791,Brazil,4,25
4,13791,Türkiye,1,25
5,13791,Türkiye,2,23
6,13791,Türkiye,3,23
7,13791,Türkiye,4,23
0,13792,Bulgaria,1,20
1,13792,Bulgaria,2,22
2,13792,Bulgaria,3,20
3,13792,USA,1,25
4,13792,USA,2,25
5,13792,USA,3,25
0,13793,China,1,25
1,13793,China,2,25
2,13793,China,3,25
3,13793,Belgium,1,19
4,13793,Belgium,2,22
5,13793,Belgium,3,14
0,13794,Serbia,1,40
1,13794,Serbia,2,25
2,13794,Serbia,3,25
3,13794,Korea,1,38
4,13794,Korea,2,22
5,13794,Korea,3,22
0,13795,Italy,1,25
1,13795,Italy,2,20
2,13795,Italy,3,25
3,13795,Italy,4,16
4,13795,Italy,5,15
5,13795,Dominican Republic,1,23
6,13795,Dominican Republic,2,25
7,13795,Dominican Republic,3,19
8,13795,Dominican Republic,4,25
9,13795,Dominican Republic,5,12
0,13796,Netherlands,1,16
1,13796,Netherlands,2,15
2,13796,Netherlands,3,23
3,13796,Brazil,1,25
4,13796,Brazil,2,25
5,13796,Brazil,3,25
0,13797,Poland,1,22
1,13797,Poland,2,27
2,13797,Poland,3,25
3,13797,Poland,4,25
4,13797,Poland,5,15
5,13797,Thailand,1,25
6,13797,Thailand,2,29
7,13797,Thailand,3,16
8,13797,Thailand,4,16
9,13797,Thailand,5,13
0,13798,Canada,1,25
1,13798,Canada,2,25
2,13798,Canada,3,22
3,13798,Canada,4,25
4,13798,Belgium,1,22
5,13798,Belgium,2,21
6,13798,Belgium,3,25
7,13798,Belgium,4,22
0,13799,Bulgaria,1,20
1,13799,Bulgaria,2,16
2,13799,Bulgaria,3,23
3,13799,Japan,1,25
4,13799,Japan,2,25
5,13799,Japan,3,25
0,13800,Germany,1,19
1,13800,Germany,2,22
2,13800,Germany,3,25
3,13800,Italy,1,25
4,13800,Italy,2,25
5,13800,Italy,3,27
0,13801,Serbia,1,25
1,13801,Serbia,2,15
2,13801,Serbia,3,20
3,13801,Serbia,4,25
4,13801,Serbia,5,15
5,13801,Türkiye,1,19
6,13801,Türkiye,2,25
7,13801,Türkiye,3,25
8,13801,Türkiye,4,22
9,13801,Türkiye,5,13
0,13802,Netherlands,1,25
1,13802,Netherlands,2,20
2,13802,Netherlands,3,21
3,13802,Netherlands,4,25
4,13802,Netherlands,5,7
5,13802,Dominican Republic,1,23
6,13802,Dominican Republic,2,25
7,13802,Dominican Republic,3,25
8,13802,Dominican Republic,4,15
9,13802,Dominican Republic,5,15
0,13803,Poland,1,12
1,13803,Poland,2,21
2,13803,Poland,3,16
3,13803,USA,1,25
4,13803,USA,2,25
5,13803,USA,3,25
0,13804,China,1,25
1,13804,China,2,18
2,13804,China,3,25
3,13804,China,4,25
4,13804,Canada,1,16
5,13804,Canada,2,25
6,13804,Canada,3,12
7,13804,Canada,4,18
0,13805,Japan,1,25
1,13805,Japan,2,25
2,13805,Japan,3,25
3,13805,Thailand,1,22
4,13805,Thailand,2,16
5,13805,Thailand,3,14
0,13806,Italy,1,25
1,13806,Italy,2,25
2,13806,Italy,3,14
3,13806,Italy,4,25
4,13806,Brazil,1,17
5,13806,Brazil,2,15
6,13806,Brazil,3,25
7,13806,Brazil,4,14
0,13807,Germany,1,22
1,13807,Germany,2,21
2,13807,Germany,3,22
3,13807,Türkiye,1,25
4,13807,Türkiye,2,25
5,13807,Türkiye,3,25
0,13808,Netherlands,1,25
1,13808,Netherlands,2,25
2,13808,Netherlands,3,25
3,13808,Korea,1,11
4,13808,Korea,2,21
5,13808,Korea,3,18
0,13809,Bulgaria,1,26
1,13809,Bulgaria,2,25
2,13809,Bulgaria,3,25
3,13809,Canada,1,24
4,13809,Canada,2,22
5,13809,Canada,3,21
0,13810,Belgium,1,25
1,13810,Belgium,2,15
2,13810,Belgium,3,25
3,13810,Belgium,4,22
4,13810,Belgium,5,15
5,13810,Poland,1,20
6,13810,Poland,2,25
7,13810,Poland,3,22
8,13810,Poland,4,25
9,13810,Poland,5,13
0,13811,USA,1,25
1,13811,USA,2,25
2,13811,USA,3,25
3,13811,China,1,21
4,13811,China,2,23
5,13811,China,3,21
0,13812,Brazil,1,25
1,13812,Brazil,2,25
2,13812,Brazil,3,25
3,13812,Serbia,1,21
4,13812,Serbia,2,9
5,13812,Serbia,3,21
0,13813,Germany,1,23
1,13813,Germany,2,23
2,13813,Germany,3,25
3,13813,Germany,4,25
4,13813,Dominican Republic,1,25
5,13813,Dominican Republic,2,25
6,13813,Dominican Republic,3,11
7,13813,Dominican Republic,4,27
0,13814,Türkiye,1,20
1,13814,Türkiye,2,25
2,13814,Türkiye,3,25
3,13814,Türkiye,4,25
4,13814,Korea,1,25
5,13814,Korea,2,13
6,13814,Korea,3,19
7,13814,Korea,4,15
0,13815,Bulgaria,1,22
1,13815,Bulgaria,2,23
2,13815,Bulgaria,3,25
3,13815,Bulgaria,4,25
4,13815,Bulgaria,5,15
5,13815,Belgium,1,25
6,13815,Belgium,2,25
7,13815,Belgium,3,20
8,13815,Belgium,4,20
9,13815,Belgium,5,17
0,13816,Thailand,1,25
1,13816,Thailand,2,13
2,13816,Thailand,3,23
3,13816,Thailand,4,18
4,13816,USA,1,17
5,13816,USA,2,25
6,13816,USA,3,25
7,13816,USA,4,25
0,13817,Japan,1,19
1,13817,Japan,2,25
2,13817,Japan,3,25
3,13817,Japan,4,25
4,13817,China,1,25
5,13817,China,2,16
6,13817,China,3,23
7,13817,China,4,12
0,13818,Serbia,1,17
1,13818,Serbia,2,25
2,13818,Serbia,3,25
3,13818,Serbia,4,25
4,13818,Germany,1,25
5,13818,Germany,2,16
6,13818,Germany,3,21
7,13818,Germany,4,18
0,13819,Canada,1,25
1,13819,Canada,2,21
2,13819,Canada,3,25
3,13819,Canada,4,25
4,13819,Türkiye,1,22
5,13819,Türkiye,2,25
6,13819,Türkiye,3,22
7,13819,Türkiye,4,23
0,13820,China,1,20
1,13820,China,2,23
2,13820,China,3,25
3,13820,China,4,25
4,13820,China,5,11
5,13820,Brazil,1,25
6,13820,Brazil,2,25
7,13820,Brazil,3,18
8,13820,Brazil,4,21
9,13820,Brazil,5,15
0,13821,Dominican Republic,1,15
1,13821,Dominican Republic,2,13
2,13821,Dominican Republic,3,21
3,13821,Bulgaria,1,25
4,13821,Bulgaria,2,25
5,13821,Bulgaria,3,25
0,13822,Japan,1,25
1,13822,Japan,2,20
2,13822,Japan,3,26
3,13822,Japan,4,21
4,13822,Japan,5,10
5,13822,Netherlands,1,23
6,13822,Netherlands,2,25
7,13822,Netherlands,3,24
8,13822,Netherlands,4,25
9,13822,Netherlands,5,15
0,13823,Belgium,1,16
1,13823,Belgium,2,21
2,13823,Belgium,3,19
3,13823,USA,1,25
4,13823,USA,2,25
5,13823,USA,3,25
0,13824,Thailand,1,25
1,13824,Thailand,2,25
2,13824,Thailand,3,25
3,13824,Korea,1,11
4,13824,Korea,2,22
5,13824,Korea,3,17
0,13825,Italy,1,25
1,13825,Italy,2,25
2,13825,Italy,3,28
3,13825,Italy,4,25
4,13825,Poland,1,27
5,13825,Poland,2,20
6,13825,Poland,3,26
7,13825,Poland,4,18
0,13826,Türkiye,1,25
1,13826,Türkiye,2,25
2,13826,Türkiye,3,25
3,13826,Netherlands,1,23
4,13826,Netherlands,2,11
5,13826,Netherlands,3,21
0,13827,Germany,1,20
1,13827,Germany,2,25
2,13827,Germany,3,25
3,13827,Germany,4,25
4,13827,Belgium,1,25
5,13827,Belgium,2,18
6,13827,Belgium,3,22
7,13827,Belgium,4,20
0,13828,USA,1,25
1,13828,USA,2,33
2,13828,USA,3,25
3,13828,Serbia,1,17
4,13828,Serbia,2,31
5,13828,Serbia,3,16
0,13829,Thailand,1,25
1,13829,Thailand,2,23
2,13829,Thailand,3,23
3,13829,Thailand,4,21
4,13829,Dominican Republic,1,22
5,13829,Dominican Republic,2,25
6,13829,Dominican Republic,3,25
7,13829,Dominican Republic,4,25
0,13830,Poland,1,8
1,13830,Poland,2,23
2,13830,Poland,3,20
3,13830,China,1,25
4,13830,China,2,25
5,13830,China,3,25
0,13831,Korea,1,17
1,13831,Korea,2,19
2,13831,Korea,3,13
3,13831,Brazil,1,25
4,13831,Brazil,2,25
5,13831,Brazil,3,25
0,13832,Belgium,1,25
1,13832,Belgium,2,24
2,13832,Belgium,3,20
3,13832,Belgium,4,21
4,13832,Netherlands,1,21
5,13832,Netherlands,2,26
6,13832,Netherlands,3,25
7,13832,Netherlands,4,25
0,13833,Türkiye,1,25
1,13833,Türkiye,2,25
2,13833,Türkiye,3,18
3,13833,Türkiye,4,25
4,13833,Japan,1,20
5,13833,Japan,2,15
6,13833,Japan,3,25
7,13833,Japan,4,22
0,13834,Serbia,1,25
1,13834,Serbia,2,25
2,13834,Serbia,3,20
3,13834,Serbia,4,25
4,13834,Canada,1,20
5,13834,Canada,2,14
6,13834,Canada,3,25
7,13834,Canada,4,22
0,13835,China,1,25
1,13835,China,2,25
2,13835,China,3,25
3,13835,Dominican Republic,1,19
4,13835,Dominican Republic,2,16
5,13835,Dominican Republic,3,15
0,13836,Italy,1,25
1,13836,Italy,2,23
2,13836,Italy,3,25
3,13836,Italy,4,25
4,13836,Korea,1,17
5,13836,Korea,2,25
6,13836,Korea,3,15
7,13836,Korea,4,19
0,13837,Brazil,1,25
1,13837,Brazil,2,25
2,13837,Brazil,3,25
3,13837,Bulgaria,1,21
4,13837,Bulgaria,2,20
5,13837,Bulgaria,3,18
0,13838,Türkiye,1,22
1,13838,Türkiye,2,25
2,13838,Türkiye,3,25
3,13838,Türkiye,4,25
4,13838,Türkiye,5,16
5,13838,USA,1,25
6,13838,USA,2,18
7,13838,USA,3,27
8,13838,USA,4,23
9,13838,USA,5,18
0,13839,Japan,1,25
1,13839,Japan,2,20
2,13839,Japan,3,19
3,13839,Japan,4,22
4,13839,Serbia,1,22
5,13839,Serbia,2,25
6,13839,Serbia,3,25
7,13839,Serbia,4,25
0,13840,Germany,1,25
1,13840,Germany,2,19
2,13840,Germany,3,27
3,13840,Germany,4,25
4,13840,Canada,1,19
5,13840,Canada,2,25
6,13840,Canada,3,25
7,13840,Canada,4,23
0,13841,Dominican Republic,1,20
1,13841,Dominican Republic,2,38
2,13841,Dominican Republic,3,25
3,13841,Dominican Republic,4,13
4,13841,Dominican Republic,5,15
5,13841,Poland,1,25
6,13841,Poland,2,36
7,13841,Poland,3,20
8,13841,Poland,4,25
9,13841,Poland,5,9
0,13842,Brazil,1,25
1,13842,Brazil,2,26
2,13842,Brazil,3,23
3,13842,Brazil,4,25
4,13842,Thailand,1,18
5,13842,Thailand,2,24
6,13842,Thailand,3,25
7,13842,Thailand,4,23
0,13843,Italy,1,25
1,13843,Italy,2,25
2,13843,Italy,3,25
3,13843,Bulgaria,1,12
4,13843,Bulgaria,2,19
5,13843,Bulgaria,3,21
0,13844,Belgium,1,25
1,13844,Belgium,2,18
2,13844,Belgium,3,25
3,13844,Belgium,4,11
4,13844,Belgium,5,15
5,13844,Japan,1,16
6,13844,Japan,2,25
7,13844,Japan,3,19
8,13844,Japan,4,25
9,13844,Japan,5,10
0,13845,USA,1,25
1,13845,USA,2,25
2,13845,USA,3,13
3,13845,USA,4,25
4,13845,Germany,1,17
5,13845,Germany,2,13
6,13845,Germany,3,25
7,13845,Germany,4,22
0,13846,Netherlands,1,22
1,13846,Netherlands,2,27
2,13846,Netherlands,3,26
3,13846,Netherlands,4,25
4,13846,Canada,1,25
5,13846,Canada,2,25
6,13846,Canada,3,24
7,13846,Canada,4,23
0,13847,China,1,25
1,13847,China,2,19
2,13847,China,3,25
3,13847,China,4,26
4,13847,Korea,1,13
5,13847,Korea,2,25
6,13847,Korea,3,19
7,13847,Korea,4,24
0,13848,Thailand,1,20
1,13848,Thailand,2,14
2,13848,Thailand,3,14
3,13848,Italy,1,25
4,13848,Italy,2,25
5,13848,Italy,3,25
0,13849,Poland,1,25
1,13849,Poland,2,13
2,13849,Poland,3,17
3,13849,Poland,4,22
4,13849,Bulgaria,1,22
5,13849,Bulgaria,2,25
6,13849,Bulgaria,3,25
7,13849,Bulgaria,4,25
0,13850,USA,1,27
1,13850,USA,2,23
2,13850,USA,3,25
3,13850,USA,4,25
4,13850,USA,5,13
5,13850,Serbia,1,29
6,13850,Serbia,2,25
7,13850,Serbia,3,20
8,13850,Serbia,4,20
9,13850,Serbia,5,15
0,13851,Brazil,1,29
1,13851,Brazil,2,28
2,13851,Brazil,3,20
3,13851,Brazil,4,25
4,13851,Japan,1,27
5,13851,Japan,2,26
6,13851,Japan,3,25
7,13851,Japan,4,14
0,13852,Türkiye,1,23
1,13852,Türkiye,2,25
2,13852,Türkiye,3,25
3,13852,Türkiye,4,25
4,13852,Thailand,1,25
5,13852,Thailand,2,15
6,13852,Thailand,3,18
7,13852,Thailand,4,21
0,13853,Italy,1,25
1,13853,Italy,2,25
2,13853,Italy,3,24
3,13853,Italy,4,25
4,13853,China,1,22
5,13853,China,2,19
6,13853,China,3,26
7,13853,China,4,22
0,13854,Serbia,1,25
1,13854,Serbia,2,18
2,13854,Serbia,3,24
3,13854,Serbia,4,19
4,13854,Brazil,1,14
5,13854,Brazil,2,25
6,13854,Brazil,3,26
7,13854,Brazil,4,25
0,13855,Türkiye,1,18
1,13855,Türkiye,2,26
2,13855,Türkiye,3,22
3,13855,Italy,1,25
4,13855,Italy,2,28
5,13855,Italy,3,25
0,13856,Türkiye,1,25
1,13856,Türkiye,2,17
2,13856,Türkiye,3,24
3,13856,Serbia,1,27
4,13856,Serbia,2,25
5,13856,Serbia,3,26
0,13857,Italy,1,25
1,13857,Italy,2,25
2,13857,Italy,3,25
3,13857,Brazil,1,23
4,13857,Brazil,2,22
5,13857,Brazil,3,22
0,16024,Germany,1,25
1,16024,Germany,2,25
2,16024,Germany,3,20
3,16024,Germany,4,25
4,16024,Netherlands,1,21
5,16024,Netherlands,2,22
6,16024,Netherlands,3,25
7,16024,Netherlands,4,22
0,16025,Japan,1,25
1,16025,Japan,2,25
2,16025,Japan,3,22
3,16025,Japan,4,25
4,16025,Dominican Republic,1,23
5,16025,Dominican Republic,2,18
6,16025,Dominican Republic,3,25
7,16025,Dominican Republic,4,15
0,16026,Italy,1,24
1,16026,Italy,2,25
2,16026,Italy,3,27
3,16026,Italy,4,30
4,16026,Italy,5,15
5,16026,Thailand,1,26
6,16026,Thailand,2,17
7,16026,Thailand,3,29
8,16026,Thailand,4,28
9,16026,Thailand,5,11
0,16027,Poland,1,20
1,16027,Poland,2,25
2,16027,Poland,3,20
3,16027,Poland,4,25
4,16027,Poland,5,15
5,16027,Canada,1,25
6,16027,Canada,2,23
7,16027,Canada,3,25
8,16027,Canada,4,23
9,16027,Canada,5,13
0,16028,Croatia,1,12
1,16028,Croatia,2,17
2,16028,Croatia,3,19
3,16028,Bulgaria,1,25
4,16028,Bulgaria,2,25
5,16028,Bulgaria,3,25
0,16029,China,1,25
1,16029,China,2,22
2,16029,China,3,25
3,16029,China,4,20
4,16029,China,5,15
5,16029,Brazil,1,23
6,16029,Brazil,2,25
7,16029,Brazil,3,20
8,16029,Brazil,4,25
9,16029,Brazil,5,12
0,16030,Serbia,1,20
1,16030,Serbia,2,25
2,16030,Serbia,3,25
3,16030,Serbia,4,21
4,16030,Serbia,5,12
5,16030,USA,1,25
6,16030,USA,2,19
7,16030,USA,3,21
8,16030,USA,4,25
9,16030,USA,5,15
0,16031,Korea,1,14
1,16031,Korea,2,17
2,16031,Korea,3,24
3,16031,Türkiye,1,25
4,16031,Türkiye,2,25
5,16031,Türkiye,3,26
0,16032,Croatia,1,18
1,16032,Croatia,2,23
2,16032,Croatia,3,23
3,16032,Germany,1,25
4,16032,Germany,2,25
5,16032,Germany,3,25
0,16033,Bulgaria,1,25
1,16033,Bulgaria,2,16
2,16033,Bulgaria,3,25
3,16033,Bulgaria,4,14
4,16033,Bulgaria,5,11
5,16033,Dominican Republic,1,22
6,16033,Dominican Republic,2,25
7,16033,Dominican Republic,3,16
8,16033,Dominican Republic,4,25
9,16033,Dominican Republic,5,15
0,16034,Brazil,1,25
1,16034,Brazil,2,25
2,16034,Brazil,3,25
3,16034,Netherlands,1,23
4,16034,Netherlands,2,23
5,16034,Netherlands,3,21
0,16035,Canada,1,17
1,16035,Canada,2,24
2,16035,Canada,3,21
3,16035,Thailand,1,25
4,16035,Thailand,2,26
5,16035,Thailand,3,25
0,16036,Poland,1,21
1,16036,Poland,2,25
2,16036,Poland,3,25
3,16036,Poland,4,25
4,16036,Italy,1,25
5,16036,Italy,2,20
6,16036,Italy,3,14
7,16036,Italy,4,18
0,16037,Türkiye,1,24
1,16037,Türkiye,2,25
2,16037,Türkiye,3,25
3,16037,Türkiye,4,25
4,16037,Serbia,1,26
5,16037,Serbia,2,17
6,16037,Serbia,3,15
7,16037,Serbia,4,21
0,16038,China,1,25
1,16038,China,2,25
2,16038,China,3,25
3,16038,Germany,1,19
4,16038,Germany,2,20
5,16038,Germany,3,22
0,16039,Dominican Republic,1,25
1,16039,Dominican Republic,2,22
2,16039,Dominican Republic,3,25
3,16039,Dominican Republic,4,21
4,16039,Dominican Republic,5,15
5,16039,Netherlands,1,18
6,16039,Netherlands,2,25
7,16039,Netherlands,3,18
8,16039,Netherlands,4,25
9,16039,Netherlands,5,11
0,16040,Thailand,1,20
1,16040,Thailand,2,16
2,16040,Thailand,3,15
3,16040,Poland,1,25
4,16040,Poland,2,25
5,16040,Poland,3,25
0,16041,Croatia,1,17
1,16041,Croatia,2,19
2,16041,Croatia,3,20
3,16041,Japan,1,25
4,16041,Japan,2,25
5,16041,Japan,3,25
0,16042,Canada,1,25
1,16042,Canada,2,25
2,16042,Canada,3,25
3,16042,Korea,1,17
4,16042,Korea,2,16
5,16042,Korea,3,18
0,16043,USA,1,25
1,16043,USA,2,14
2,16043,USA,3,22
3,16043,USA,4,25
4,16043,USA,5,15
5,16043,Italy,1,16
6,16043,Italy,2,25
7,16043,Italy,3,25
8,16043,Italy,4,20
9,16043,Italy,5,9
0,16044,Brazil,1,27
1,16044,Brazil,2,20
2,16044,Brazil,3,25
3,16044,Brazil,4,27
4,16044,Dominican Republic,1,25
5,16044,Dominican Republic,2,25
6,16044,Dominican Republic,3,21
7,16044,Dominican Republic,4,25
0,16045,China,1,27
1,16045,China,2,23
2,16045,China,3,25
3,16045,China,4,25
4,16045,Netherlands,1,25
5,16045,Netherlands,2,25
6,16045,Netherlands,3,22
7,16045,Netherlands,4,20
0,16046,Poland,1,25
1,16046,Poland,2,25
2,16046,Poland,3,30
3,16046,Serbia,1,18
4,16046,Serbia,2,22
5,16046,Serbia,3,28
0,16047,Bulgaria,1,20
1,16047,Bulgaria,2,17
2,16047,Bulgaria,3,19
3,16047,Japan,1,25
4,16047,Japan,2,25
5,16047,Japan,3,25
0,16048,USA,1,25
1,16048,USA,2,27
2,16048,USA,3,25
3,16048,Korea,1,16
4,16048,Korea,2,25
5,16048,Korea,3,11
0,16049,Türkiye,1,25
1,16049,Türkiye,2,26
2,16049,Türkiye,3,25
3,16049,Italy,1,19
4,16049,Italy,2,24
5,16049,Italy,3,19
0,16050,Croatia,1,24
1,16050,Croatia,2,18
2,16050,Croatia,3,8
3,16050,Brazil,1,26
4,16050,Brazil,2,25
5,16050,Brazil,3,25
0,16051,Germany,1,18
1,16051,Germany,2,25
2,16051,Germany,3,23
3,16051,Germany,4,26
4,16051,Germany,5,15
5,16051,Bulgaria,1,25
6,16051,Bulgaria,2,20
7,16051,Bulgaria,3,25
8,16051,Bulgaria,4,24
9,16051,Bulgaria,5,10
0,16052,Thailand,1,25
1,16052,Thailand,2,28
2,16052,Thailand,3,25
3,16052,Korea,1,17
4,16052,Korea,2,26
5,16052,Korea,3,21
0,16053,Japan,1,18
1,16053,Japan,2,25
2,16053,Japan,3,25
3,16053,China,1,25
4,16053,China,2,27
5,16053,China,3,27
0,16054,Canada,1,18
1,16054,Canada,2,28
2,16054,Canada,3,25
3,16054,Canada,4,18
4,16054,Canada,5,15
5,16054,Serbia,1,25
6,16054,Serbia,2,26
7,16054,Serbia,3,23
8,16054,Serbia,4,25
9,16054,Serbia,5,12
0,16055,USA,1,25
1,16055,USA,2,25
2,16055,USA,3,22
3,16055,USA,4,11
4,16055,USA,5,15
5,16055,Türkiye,1,22
6,16055,Türkiye,2,22
7,16055,Türkiye,3,25
8,16055,Türkiye,4,25
9,16055,Türkiye,5,9
0,16056,Dominican Republic,1,23
1,16056,Dominican Republic,2,28
2,16056,Dominican Republic,3,25
3,16056,Dominican Republic,4,17
4,16056,Poland,1,25
5,16056,Poland,2,30
6,16056,Poland,3,23
7,16056,Poland,4,25
0,16057,China,1,25
1,16057,China,2,25
2,16057,China,3,29
3,16057,Canada,1,14
4,16057,Canada,2,18
5,16057,Canada,3,27
0,16058,Croatia,1,25
1,16058,Croatia,2,22
2,16058,Croatia,3,18
3,16058,Croatia,4,15
4,16058,USA,1,17
5,16058,USA,2,25
6,16058,USA,3,25
7,16058,USA,4,25
0,16059,Japan,1,25
1,16059,Japan,2,20
2,16059,Japan,3,25
3,16059,Japan,4,20
4,16059,Japan,5,10
5,16059,Serbia,1,16
6,16059,Serbia,2,25
7,16059,Serbia,3,16
8,16059,Serbia,4,25
9,16059,Serbia,5,15
0,16060,Italy,1,25
1,16060,Italy,2,25
2,16060,Italy,3,25
3,16060,Bulgaria,1,17
4,16060,Bulgaria,2,19
5,16060,Bulgaria,3,23
0,16061,Netherlands,1,29
1,16061,Netherlands,2,21
2,16061,Netherlands,3,15
3,16061,Türkiye,1,31
4,16061,Türkiye,2,25
5,16061,Türkiye,3,25
0,16062,Germany,1,25
1,16062,Germany,2,25
2,16062,Germany,3,19
3,16062,Germany,4,25
4,16062,Thailand,1,20
5,16062,Thailand,2,13
6,16062,Thailand,3,25
7,16062,Thailand,4,23
0,16063,Brazil,1,31
1,16063,Brazil,2,25
2,16063,Brazil,3,25
3,16063,Korea,1,29
4,16063,Korea,2,16
5,16063,Korea,3,16
0,16064,Bulgaria,1,15
1,16064,Bulgaria,2,13
2,16064,Bulgaria,3,15
3,16064,Canada,1,25
4,16064,Canada,2,25
5,16064,Canada,3,25
0,16065,Poland,1,25
1,16065,Poland,2,25
2,16065,Poland,3,30
3,16065,Türkiye,1,22
4,16065,Türkiye,2,20
5,16065,Türkiye,3,28
0,16066,Dominican Republic,1,16
1,16066,Dominican Republic,2,25
2,16066,Dominican Republic,3,25
3,16066,Dominican Republic,4,22
4,16066,Dominican Republic,5,10
5,16066,Italy,1,25
6,16066,Italy,2,16
7,16066,Italy,3,21
8,16066,Italy,4,25
9,16066,Italy,5,15
0,16067,Thailand,1,21
1,16067,Thailand,2,18
2,16067,Thailand,3,16
3,16067,USA,1,25
4,16067,USA,2,25
5,16067,USA,3,25
0,16068,Japan,1,25
1,16068,Japan,2,25
2,16068,Japan,3,25
3,16068,Korea,1,18
4,16068,Korea,2,13
5,16068,Korea,3,19
0,16069,Brazil,1,23
1,16069,Brazil,2,25
2,16069,Brazil,3,21
3,16069,Brazil,4,25
4,16069,Brazil,5,15
5,16069,Serbia,1,25
6,16069,Serbia,2,22
7,16069,Serbia,3,25
